dataset,mol_id,strategy,generator_group,k,n_candidates,baseline_method,baseline_success,baseline_rmsd,selector_method,selector_success,selector_rmsd,oracle_method,oracle_success,oracle_rmsd,oracle_method_original,oracle_success_original,oracle_rmsd_original,oracle_endpoint_rule
posebusters_benchmark,7TOM_5AD,same_generator,Chai,32,7,public_chai_relaxedFalse_rep3,True,1.0033105549805474,public_chai_relaxedFalse_rep3,True,1.0033105549805474,Chai-1 full receptor s5/t200,True,0.6097866119887216,Chai-1 full receptor s5/t200,True,0.6097866119887216,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TOM_5AD,same_generator,DiffDock,32,7,public_diffdock_relaxedFalse_rep2,False,17.90412188730728,DiffDock-L default s10/t20,False,11.432146997951776,public_diffdock_relaxedFalse_rep1,False,9.254229421699272,public_diffdock_relaxedTrue_rep1,False,9.254229421699272,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TOM_5AD,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedFalse_rep1,False,5.8430732866170505,public_neuralplexer_relaxedFalse_rep1,False,5.8430732866170505,public_neuralplexer_relaxedFalse_rep3,False,4.456428409799339,public_neuralplexer_relaxedFalse_rep3,False,4.456428409799339,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TOM_5AD,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,False,16.690572254536054,public_dynamicbind_relaxedFalse_rep-1,False,16.690572254536054,public_dynamicbind_relaxedFalse_rep-1,False,16.690572254536054,public_dynamicbind_relaxedFalse_rep-1,False,16.690572254536054,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TOM_5AD,same_generator,RFAA,32,2,public_rfaa_relaxedTrue_rep1,True,1.0780370775421204,public_rfaa_relaxedTrue_rep1,True,1.0780370775421204,public_rfaa_relaxedTrue_rep1,True,1.0780370775421204,public_rfaa_relaxedTrue_rep1,True,1.0780370775421204,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,1,1,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,1,1,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,1,1,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedFalse_rep1,False,7.22756854611073,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,1,1,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,1,1,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,2,2,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedFalse_rep1,False,7.22756854611073,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,2,2,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep1,False,11.587975438157148,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,2,2,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedTrue_rep1,False,7.424438721586406,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedFalse_rep1,False,7.22756854611073,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,2,2,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedFalse_rep2,False,21.893577404739805,public_neuralplexer_relaxedFalse_rep2,False,21.893577404739805,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedTrue_rep-1,False,12.3540175735804,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,2,2,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,4,4,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,4,4,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep2,False,11.324126695070133,public_boltz_relaxedFalse_rep2,False,11.324126695070133,public_boltz_relaxedFalse_rep2,False,11.324126695070133,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,4,4,public_chai_relaxedFalse_rep1,False,7.22756854611073,public_chai_relaxedTrue_rep1,False,7.424438721586406,public_chai_relaxedFalse_rep3,False,7.170882609800966,public_chai_relaxedFalse_rep3,False,7.170882609800966,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,4,4,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,public_diffdock_relaxedFalse_rep2,False,12.277392790640308,public_diffdock_relaxedTrue_rep2,False,12.277392790640308,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedFalse_rep1,False,16.227056570072506,public_neuralplexer_relaxedFalse_rep1,False,16.227056570072506,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedTrue_rep-1,False,12.3540175735804,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,4,2,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,8,8,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,8,8,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep3,False,11.466427050393683,public_boltz_relaxedFalse_rep2,False,11.324126695070133,public_boltz_relaxedFalse_rep2,False,11.324126695070133,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,8,7,public_chai_relaxedFalse_rep1,False,7.22756854611073,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,8,7,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,DiffDock-L default s10/t20,False,15.095746305698173,public_diffdock_relaxedFalse_rep2,False,12.277392790640308,public_diffdock_relaxedTrue_rep2,False,12.277392790640308,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedTrue_rep-1,False,12.3540175735804,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,8,2,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,16,16,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep2,False,11.324126695070133,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,16,14,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep3,False,11.466427050393683,Boltz-2 full receptor r1/s20,False,6.643089025496415,Boltz-2 full receptor r1/s20,False,6.643089025496415,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,16,7,public_chai_relaxedFalse_rep1,False,7.22756854611073,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,16,7,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,DiffDock-L default s10/t20,False,15.095746305698173,public_diffdock_relaxedFalse_rep2,False,12.277392790640308,public_diffdock_relaxedTrue_rep2,False,12.277392790640308,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,16,6,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,16,2,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedTrue_rep-1,False,12.3540175735804,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,16,2,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,cross_generator_balanced,,32,32,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep2,False,11.324126695070133,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Boltz,32,14,public_boltz_relaxedFalse_rep1,False,11.587975438157148,public_boltz_relaxedFalse_rep3,False,11.466427050393683,Boltz-2 full receptor r1/s20,False,6.643089025496415,Boltz-2 full receptor r1/s20,False,6.643089025496415,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,Chai,32,7,public_chai_relaxedFalse_rep1,False,7.22756854611073,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,Chai-1 full receptor s5/t200,False,2.5121350054921785,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DiffDock,32,7,public_diffdock_relaxedFalse_rep1,False,13.85360372228107,DiffDock-L default s10/t20,False,15.095746305698173,public_diffdock_relaxedFalse_rep2,False,12.277392790640308,public_diffdock_relaxedTrue_rep2,False,12.277392790640308,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,NeuralPlexer,32,6,public_neuralplexer_relaxedTrue_rep3,False,22.67348217380824,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,public_neuralplexer_relaxedTrue_rep1,False,16.12113564540869,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,DynamicBind,32,2,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedTrue_rep-1,False,12.3540175735804,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,public_dynamicbind_relaxedFalse_rep-1,False,11.323033715322644,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TUO_KL9,same_generator,RFAA,32,2,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,public_rfaa_relaxedTrue_rep1,False,2.861463805059688,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,cross_generator_balanced,,1,1,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Boltz,1,1,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Chai,1,1,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep1,False,24.46156960772739,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DiffDock,1,1,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,NeuralPlexer,1,1,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DynamicBind,1,1,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,RFAA,1,1,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,cross_generator_balanced,,2,2,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Boltz,2,2,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Chai,2,2,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep3,False,24.441147414957683,public_chai_relaxedFalse_rep3,False,24.441147414957683,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DiffDock,2,2,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,NeuralPlexer,2,2,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DynamicBind,2,2,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,RFAA,2,2,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,cross_generator_balanced,,4,4,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Boltz,4,4,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_relaxedFalse_rep3,False,3.982427798215556,public_boltz_relaxedFalse_rep3,False,3.982427798215556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Chai,4,4,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep1,False,24.46156960772739,public_chai_relaxedFalse_rep2,False,24.028456255113976,public_chai_relaxedFalse_rep2,False,24.028456255113976,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DiffDock,4,4,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,NeuralPlexer,4,4,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedFalse_rep2,False,4.92920755882728,public_neuralplexer_relaxedFalse_rep2,False,4.92920755882728,public_neuralplexer_relaxedFalse_rep2,False,4.92920755882728,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DynamicBind,4,2,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,RFAA,4,2,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,cross_generator_balanced,,8,8,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,Vina/Meeko full,False,2.1337172727425724,Vina/Meeko full,False,2.1337172727425724,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Boltz,8,8,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_relaxedFalse_rep3,False,3.982427798215556,public_boltz_relaxedFalse_rep3,False,3.982427798215556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Chai,8,7,public_chai_relaxedFalse_rep1,False,24.46156960772739,Chai-1 full receptor s5/t200,False,16.633929170340775,Chai-1 full receptor s5/t200,False,16.633929170340775,Chai-1 full receptor s5/t200,False,16.633929170340775,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DiffDock,8,7,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,DiffDock-L default s10/t20,False,36.38932152624814,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,NeuralPlexer,8,6,public_neuralplexer_relaxedTrue_rep1,False,13.393651979451558,public_neuralplexer_relaxedTrue_rep2,False,5.244831789930604,public_neuralplexer_relaxedFalse_rep2,False,4.92920755882728,public_neuralplexer_relaxedFalse_rep2,False,4.92920755882728,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DynamicBind,8,2,public_dynamicbind_relaxedTrue_rep-1,False,5.028718597946533,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,public_dynamicbind_relaxedFalse_rep-1,False,2.968750932182309,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,RFAA,8,2,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,public_rfaa_relaxedFalse_rep1,False,3.142043443896556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,cross_generator_balanced,,16,16,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,Vina/Meeko full,False,2.1337172727425724,Vina/Meeko full,False,2.1337172727425724,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Boltz,16,14,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_ss_relaxedFalse_rep1,False,4.327300915274248,public_boltz_relaxedFalse_rep3,False,3.982427798215556,public_boltz_relaxedFalse_rep3,False,3.982427798215556,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,Chai,16,7,public_chai_relaxedFalse_rep1,False,24.46156960772739,Chai-1 full receptor s5/t200,False,16.633929170340775,Chai-1 full receptor s5/t200,False,16.633929170340775,Chai-1 full receptor s5/t200,False,16.633929170340775,any retained candidate satisfies the same frozen success_2a endpoint
posebusters_benchmark,7TXK_LW8,same_generator,DiffDock,16,7,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,DiffDock-L default s10/t20,False,36.38932152624814,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,public_diffdock_relaxedFalse_rep1,False,16.20320077651326,any retained candidate satisfies the same frozen success_2a endpoint
