"query_id","fold"
"7sh1__1__1.A__1.C_1.J|1.C","4"
"7snz__1__1.A_1.B__1.C|1.C","4"
"7ssj__1__1.A__1.G_1.H|1.G","4"
"7sv1__1__1.A__1.C_1.D|1.D","4"
"7sxj__1__1.A__1.C|1.C","4"
"7t5y__1__1.B__1.G|1.G","4"
"7t5z__1__1.A_1.C__1.I|1.I","4"
"7tba__1__1.A__1.U_1.V_1.W|1.U","4"
"7tgk__1__1.A__1.Q_1.R_1.S|1.Q","4"
"7tm5__1__1.A__1.C_1.D_1.E|1.C","4"
"7u0r__1__1.B__1.I_1.J_1.K_1.L|1.J","4"
"7u6b__1__1.A__1.B_1.E|1.B","4"
"7u9u__1__2.A__2.C_2.D|2.C","4"
"7uep__1__1.A_2.A__2.B_2.C_2.D_2.E|2.B","4"
"7ujc__1__1.B__1.D|1.D","4"
"7uum__1__1.A_2.A__1.B_1.C|1.C","4"
"7v0h__1__1.B__1.N_1.P|1.P","4"
"7vbt__1__1.B__1.D|1.D","4"
"7vdq__1__1.A__1.E|1.E","4"
"7vns__1__1.A_2.A__2.C|2.C","4"
"7wlw__1__1.A__1.I|1.I","4"
"7wqs__1__1.A__1.C_1.D|1.C","4"
"7x3l__1__1.A__1.C_1.D|1.C","4"
"7x3o__1__1.A__1.C_1.D|1.C","4"
"7xjb__1__1.A__1.E_1.F_1.G|1.E","4"
"7xoz__1__1.B__1.F|1.F","4"
"7xqv__1__1.A__1.D_1.E|1.D","4"
"7xvh__1__2.A__2.B_2.C|2.C","4"
"7xyj__1__1.A_1.B__1.E_1.F|1.E","4"
"7y1h__1__1.B__1.H_1.I_1.K_1.L|1.H","4"
"7yha__1__1.A__1.E_1.F_1.G_1.H|1.H","4"
"7ypu__1__1.A_1.B__1.I|1.I","4"
"7yv4__1__1.A__1.B|1.B","4"
"7yxd__1__1.A__1.I|1.I","4"
"7z1v__1__1.A__1.C|1.C","4"
"7z57__1__1.A__1.B_1.C_1.J|1.B","4"
"7zii__1__1.A__1.B_1.C|1.C","4"
"7zkx__1__1.A__1.B_1.L|1.B","4"
"7zsq__1__1.B_1.C__1.G_1.I|1.G","4"
"8a0t__1__1.A__1.C|1.C","4"
"8ajv__1__1.B_1.C__1.N_1.S|1.N","4"
"8ak5__1__1.A__1.C_1.E_1.F_1.G|1.E","4"
"8ak7__1__1.A__1.C_1.E_1.G|1.E","4"
"8apu__1__1.A_2.A__1.B|1.B","4"
"8aqf__1__1.A__1.B|1.B","4"
"8arj__1__1.A__1.B|1.B","4"
"8aue__1__1.A__1.C_1.D|1.D","4"
"8av1__1__1.B__1.J_1.M|1.M","4"
"8azm__1__1.A__1.C|1.C","4"
"8azp__1__1.A__1.C|1.C","4"
"8b25__1__1.A_1.B__1.J|1.J","4"
"8b6m__1__1.A_1.B__1.E|1.E","4"
"8b9h__1__1.A__1.B|1.B","4"
"8bl0__1__1.A__1.C_1.E|1.E","4"
"8boc__1__1.A__1.B|1.B","4"
"8br0__1__1.A_1.B__1.E_1.F_1.G|1.F","4"
"8bsg__1__1.A__1.B|1.B","4"
"8c08__1__1.A__1.C_1.D|1.C","4"
"8c1m__1__1.A__1.C|1.C","4"
"8c4w__1__1.A__1.J_1.K_1.P|1.K","4"
"8c9e__1__1.A__1.C|1.C","4"
"8ccj__1__1.A_2.A__1.B_1.J|1.B","4"
"8cdw__1__1.B__1.D|1.D","4"
"8cnm__1__1.A_1.B__1.F_1.N_1.S|1.N","4"
"8cnm__1__1.A_1.B__1.F_1.N_1.S|1.S","4"
"8con__1__1.A_2.A__2.D_2.J|2.D","4"
"8cou__1__1.A__1.V|1.V","4"
"8cqv__1__1.A_1.B__1.K_1.P|1.K","4"
"8cu7__1__1.A__1.C|1.C","4"
"8cvd__1__1.A__1.B_1.K_1.L|1.K","4"
"8d3e__1__1.A__1.C_1.D|1.C","4"
"8deg__1__1.A__1.B|1.B","4"
"8dk4__1__1.A__1.C|1.C","4"
"8dkt__1__1.A_1.B__1.D_1.E|1.D","4"
"8dse__1__1.A_1.B__1.C_1.G|1.G","4"
"8egz__1__1.B__1.I|1.I","4"
"8etl__1__1.A__1.C|1.C","4"
"8f61__1__1.A_1.B__1.Q_1.R|1.Q","4"
"8f8k__1__1.A__1.F_1.G_1.I_1.J_1.K|1.F","4"
"8f8l__1__1.A__1.B_1.D_1.E|1.B","4"
"8fh5__1__1.A__1.B_1.C|1.C","4"
"8fju__1__1.A_1.B__1.C_1.D|1.D","4"
"8fjx__1__1.A__1.B_1.C|1.C","4"
"8fly__1__1.A__1.K|1.K","4"
"8fx1__1__1.A__1.C|1.C","4"
"8g4a__1__1.A_1.B__1.C|1.C","4"
"8g69__1__1.A__1.C|1.C","4"
"8g8x__1__1.A__1.C|1.C","4"
"8gne__1__1.A__1.E|1.E","4"
"8gww__1__1.A__1.C|1.C","4"
"8haq__1__1.A__1.C|1.C","4"
"8hf8__1__1.A__1.C|1.C","4"
"8hi5__1__1.A__1.B_1.C|1.B","4"
"8hi6__1__1.A__1.B_1.C|1.B","4"
"8hko__1__1.A__1.D_1.E_1.G_1.H|1.H","4"
"8hlj__1__1.A__1.C|1.C","4"
"8hrp__1__1.A_1.D__1.I_1.J|1.I","4"
"8hu6__1__1.D__1.K_1.L|1.L","4"
"8hym__1__2.A__2.B_2.C|2.C","4"
"8ino__1__1.A__1.B_1.C_1.D|1.B","4"
"8ivg__1__1.A__1.B_1.C|1.B","4"
"8ivn__1__1.A_1.B__1.C|1.C","4"
"8iw3__1__1.A_1.B__1.C|1.C","4"
"8izc__1__1.A_1.B__1.I|1.I","4"
"8jc5__1__1.A__1.E_1.F|1.E","4"
"8jdo__1__1.A__1.B_1.C|1.C","4"
"8jdr__1__1.A__1.B_1.C|1.C","4"
"8jds__1__1.A__1.B_1.C_1.D|1.B","4"
"8jdt__1__1.A__1.B_1.C_1.D|1.B","4"
"8jdz__1__1.A__1.B_1.C_1.D|1.D","4"
"8jg8__1__1.A__1.B|1.B","4"
"8jjt__1__1.A__1.D|1.D","4"
"8jmp__1__1.A__1.D|1.D","4"
"8jmz__1__1.A__1.C_1.E_1.J|1.C","4"
"8jt3__1__1.A_1.C__1.E|1.E","4"
"8jyg__1__1.A_1.B__1.C_1.Y|1.C","4"
"8oiz__1__1.B__1.J|1.J","4"
"8ome__1__1.A_1.D__1.E|1.E","4"
"8ooj__1__1.B__1.H|1.H","4"
"8oqv__1__1.B__1.Q|1.Q","4"
"8oum__1__1.A__1.F_1.G|1.F","4"
"8ov7__1__1.A__1.B|1.B","4"
"8p41__1__1.A__1.K_1.L|1.L","4"
"8p5c__1__1.A_1.B__1.C|1.C","4"
"8plu__1__1.A__1.D|1.D","4"
"8pqa__1__1.A__1.C|1.C","4"
"8pqq__1__1.B_1.D__1.J|1.J","4"
"8q0u__1__1.A__1.D|1.D","4"
"8q17__1__1.A__1.F|1.F","4"
"8q5v__1__1.A_1.B__1.P_1.Q|1.P","4"
"8qc4__1__1.A__1.C|1.C","4"
"8qe1__1__1.A_2.A__1.B|1.B","4"
"8qe3__1__1.A_2.A__1.B|1.B","4"
"8qg1__1__1.D__1.S_1.T|1.S","4"
"8qic__1__1.B__1.F_1.J|1.F","4"
"8qlr__1__1.B__1.F|1.F","4"
"8qq4__1__1.A__1.B_1.I|1.I","4"
"8qth__1__1.A__1.B|1.B","4"
"8qyg__1__1.A_1.B__1.C_1.L|1.C","4"
"8r11__1__1.A_1.B__1.C|1.C","4"
"8rb6__1__1.A__1.C_1.D|1.D","4"
"8se5__1__1.A_1.B__1.H|1.H","4"
"8sip__1__1.A_1.B__1.C|1.C","4"
"8swt__1__1.A_2.A__1.C_1.D|1.C","4"
"8t2h__1__1.A__1.C_1.D_1.E|1.C","4"
"8tjc__1__1.A__1.K|1.K","4"
"8tsa__1__1.A__1.C|1.C","4"
"8tti__1__1.A__1.E|1.E","4"
"8typ__1__1.A__1.C|1.C","4"
"8u4w__1__1.A__1.E|1.E","4"
"8u7x__1__1.A__1.C|1.C","4"
"8uak__1__1.A__1.B|1.B","4"
"8un3__1__1.A__1.E_1.F_1.H|1.F","4"
"8ur9__1__1.A_1.B__1.C|1.C","4"
"8v8j__1__1.A__1.F|1.F","4"
"8vh9__1__1.A_1.B__1.C_1.F|1.F","4"
"8wdx__1__1.A__1.B|1.B","4"
"8wmy__1__1.A__1.C_1.D_1.E|1.C","4"
"8wr2__1__1.A__1.E_1.F|1.F","4"
"9eun__1__1.A__1.E|1.E","4"
