dataset,mol_id,gpu,pid,log_path,tag,command,start_time,status,exit_code,elapsed_sec
posebusters_benchmark,7LB3_XXS,7,386797,logs/chai_default_s5_t200_posebusters_benchmark_7LB3_XXS.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LB3_XXS --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108655.7338123,finished,0,70.073
dockgen,5enr_1_MBX_0,4,387931,logs/chai_default_s5_t200_dockgen_5enr_1_MBX_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5enr_1_MBX_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108695.7759697,finished,0,190.205
posebusters_benchmark,7LCU_XTA,3,388652,logs/chai_default_s5_t200_posebusters_benchmark_7LCU_XTA.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LCU_XTA --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108705.7876801,finished,0,120.126
dockgen,5ent_1_MIY_0,7,389456,logs/chai_default_s5_t200_dockgen_5ent_1_MIY_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5ent_1_MIY_0 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108725.8089712,finished,0,190.207
posebusters_benchmark,7LEV_0JO,2,390178,logs/chai_default_s5_t200_posebusters_benchmark_7LEV_0JO.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LEV_0JO --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108735.820759,finished,0,190.207
dockgen,5ers_1_AMP_1,6,390912,logs/chai_default_s5_t200_dockgen_5ers_1_AMP_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5ers_1_AMP_1 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108745.8317842,finished,0,120.127
posebusters_benchmark,7LJN_GTP,1,391790,logs/chai_default_s5_t200_posebusters_benchmark_7LJN_GTP.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LJN_GTP --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108775.8628445,finished,0,70.075
dockgen,5f2t_1_PLM_0,5,392773,logs/chai_default_s5_t200_dockgen_5f2t_1_PLM_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5f2t_1_PLM_0 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108815.903923,finished,0,90.1
posebusters_benchmark,7LMO_NYO,3,393488,logs/chai_default_s5_t200_posebusters_benchmark_7LMO_NYO.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LMO_NYO --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108825.915387,finished,0,120.135
dockgen,5f52_1_ASP_2,0,394215,logs/chai_default_s5_t200_dockgen_5f52_1_ASP_2.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5f52_1_ASP_2 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108835.9274151,finished,0,190.211
posebusters_benchmark,7LOE_Y84,1,394939,logs/chai_default_s5_t200_posebusters_benchmark_7LOE_Y84.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LOE_Y84 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108845.9391491,finished,0,70.077
dockgen,5fiu_1_Y3J_3,6,395750,logs/chai_default_s5_t200_dockgen_5fiu_1_Y3J_3.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5fiu_1_Y3J_3 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108865.9611955,finished,0,190.214
posebusters_benchmark,7LOU_IFM,4,396599,logs/chai_default_s5_t200_posebusters_benchmark_7LOU_IFM.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LOU_IFM --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108885.9836245,finished,0,60.067
dockgen,5fxd_1_H7Y_1,5,397418,logs/chai_default_s5_t200_dockgen_5fxd_1_H7Y_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5fxd_1_H7Y_1 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108906.00622,finished,0,190.208
posebusters_benchmark,7LT0_ONJ,7,398142,logs/chai_default_s5_t200_posebusters_benchmark_7LT0_ONJ.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LT0_ONJ --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108916.0179663,finished,0,80.086
dockgen,5fxe_1_CIY_1,1,398143,logs/chai_default_s5_t200_dockgen_5fxe_1_CIY_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5fxe_1_CIY_1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108916.0188272,finished,0,190.208
posebusters_benchmark,7LZD_YHY,2,399511,logs/chai_default_s5_t200_posebusters_benchmark_7LZD_YHY.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LZD_YHY --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108926.0300663,finished,0,100.108
dockgen,5fxf_1_BEZ_0,3,400332,logs/chai_default_s5_t200_dockgen_5fxf_1_BEZ_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5fxf_1_BEZ_0 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108946.052053,finished,0,190.211
posebusters_benchmark,7LZQ_YJV,4,400333,logs/chai_default_s5_t200_posebusters_benchmark_7LZQ_YJV.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7LZQ_YJV --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108946.0536563,finished,0,80.085
dockgen,5gqi_1_ATP_7,7,402017,logs/chai_default_s5_t200_dockgen_5gqi_1_ATP_7.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5gqi_1_ATP_7 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779108996.1055017,finished,0,100.109
posebusters_benchmark,7M31_TDR,0,402893,logs/chai_default_s5_t200_posebusters_benchmark_7M31_TDR.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7M31_TDR --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109026.1398597,finished,0,20.022
dockgen,5gql_1_ATP_4,2,402894,logs/chai_default_s5_t200_dockgen_5gql_1_ATP_4.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5gql_1_ATP_4 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109026.140613,finished,0,100.109
posebusters_benchmark,7M3H_YPV,4,402895,logs/chai_default_s5_t200_posebusters_benchmark_7M3H_YPV.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7M3H_YPV --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109026.1420543,finished,0,300.33
dockgen,5hhz_1_ZME_0,0,404988,logs/chai_default_s5_t200_dockgen_5hhz_1_ZME_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5hhz_1_ZME_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109046.1639826,finished,0,120.131
posebusters_benchmark,7M41_YQG,6,405714,logs/chai_default_s5_t200_posebusters_benchmark_7M41_YQG.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7M41_YQG --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109056.1768136,finished,0,70.073
dockgen,5hmr_1_FDZ_0,5,406678,logs/chai_default_s5_t200_dockgen_5hmr_1_FDZ_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5hmr_1_FDZ_0 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109096.2156065,finished,0,120.133
posebusters_benchmark,7M6K_YRJ,7,406679,logs/chai_default_s5_t200_posebusters_benchmark_7M6K_YRJ.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7M6K_YRJ --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109096.2166872,finished,0,200.222
dockgen,5hqx_1_EDZ_0,1,408045,logs/chai_default_s5_t200_dockgen_5hqx_1_EDZ_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5hqx_1_EDZ_0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109106.2288356,finished,0,120.131
posebusters_benchmark,7MAE_XUS,2,408852,logs/chai_default_s5_t200_posebusters_benchmark_7MAE_XUS.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MAE_XUS --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109126.2508547,finished,0,70.075
dockgen,5hw0_1_GLU_2,6,408853,logs/chai_default_s5_t200_dockgen_5hw0_1_GLU_2.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5hw0_1_GLU_2 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109126.2523866,finished,0,190.207
posebusters_benchmark,7MEU_MGP,3,410223,logs/chai_default_s5_t200_posebusters_benchmark_7MEU_MGP.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MEU_MGP --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109136.2649293,finished,0,120.131
dockgen,5ida_1_BMA_0,0,411107,logs/chai_default_s5_t200_dockgen_5ida_1_BMA_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5ida_1_BMA_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109166.2967956,finished,0,70.077
posebusters_benchmark,7MFP_Z7P,2,412018,logs/chai_default_s5_t200_posebusters_benchmark_7MFP_Z7P.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MFP_Z7P --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109196.328142,finished,0,70.079
dockgen,5k3o_2_ASP_0,5,412804,logs/chai_default_s5_t200_dockgen_5k3o_2_ASP_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k3o_2_ASP_0 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109216.3503847,finished,0,190.207
posebusters_benchmark,7MGT_ZD4,1,413533,logs/chai_default_s5_t200_posebusters_benchmark_7MGT_ZD4.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MGT_ZD4 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109226.3634877,finished,0,100.109
dockgen,5k45_2_GLU_1,0,414281,logs/chai_default_s5_t200_dockgen_5k45_2_GLU_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k45_2_GLU_1 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109236.3764856,finished,0,190.204
posebusters_benchmark,7MGY_ZD1,3,415089,logs/chai_default_s5_t200_posebusters_benchmark_7MGY_ZD1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MGY_ZD1 --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109256.3979561,finished,0,60.061
dockgen,5k4h_2_GLU_3,2,415802,logs/chai_default_s5_t200_dockgen_5k4h_2_GLU_3.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k4h_2_GLU_3 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109266.4087193,finished,0,190.21
posebusters_benchmark,7MMH_ZJY,7,416680,logs/chai_default_s5_t200_posebusters_benchmark_7MMH_ZJY.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MMH_ZJY --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109296.4397156,finished,0,80.085
dockgen,5k62_1_ASN-VAL_0,6,417472,logs/chai_default_s5_t200_dockgen_5k62_1_ASN-VAL_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k62_1_ASN-VAL_0 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109316.4608073,finished,0,120.134
posebusters_benchmark,7MOI_HPS,3,417473,logs/chai_default_s5_t200_posebusters_benchmark_7MOI_HPS.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MOI_HPS --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109316.4618719,finished,0,100.107
dockgen,5k63_1_ASN-GLY_0,4,418841,logs/chai_default_s5_t200_dockgen_5k63_1_ASN-GLY_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k63_1_ASN-GLY_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109326.4734886,finished,0,120.133
posebusters_benchmark,7MRH_ZMJ,1,418842,logs/chai_default_s5_t200_posebusters_benchmark_7MRH_ZMJ.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MRH_ZMJ --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109326.4745312,finished,0,70.072
dockgen,5k66_1_ASN-GLU_0,7,420511,logs/chai_default_s5_t200_dockgen_5k66_1_ASN-GLU_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5k66_1_ASN-GLU_0 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109376.5259361,finished,0,120.136
posebusters_benchmark,7MS7_ZQ1,1,421305,logs/chai_default_s5_t200_posebusters_benchmark_7MS7_ZQ1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MS7_ZQ1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109396.5477211,finished,0,80.093
dockgen,5mh1_1_BMA_0,5,422024,logs/chai_default_s5_t200_dockgen_5mh1_1_BMA_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5mh1_1_BMA_0 --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109406.559182,finished,0,70.081
posebusters_benchmark,7MSR_DCA,3,422745,logs/chai_default_s5_t200_posebusters_benchmark_7MSR_DCA.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MSR_DCA --gpu 3 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109416.5708456,finished,0,190.213
dockgen,5u82_2_ZN0_0,0,423467,logs/chai_default_s5_t200_dockgen_5u82_2_ZN0_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 5u82_2_ZN0_0 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109426.5852907,finished,0,70.077
posebusters_benchmark,7MWN_WI5,6,424189,logs/chai_default_s5_t200_posebusters_benchmark_7MWN_WI5.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MWN_WI5 --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109436.5967963,finished,0,120.13
dockgen,6a71_1_9UX_0,4,424910,logs/chai_default_s5_t200_dockgen_6a71_1_9UX_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6a71_1_9UX_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109446.6083107,finished,0,70.076
posebusters_benchmark,7MWU_ZPM,2,425635,logs/chai_default_s5_t200_posebusters_benchmark_7MWU_ZPM.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MWU_ZPM --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109456.6202545,finished,0,120.131
dockgen,6a72_1_9UX_0,1,426426,logs/chai_default_s5_t200_dockgen_6a72_1_9UX_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6a72_1_9UX_0 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109476.6418166,finished,0,80.085
posebusters_benchmark,7MY1_IPE,5,426427,logs/chai_default_s5_t200_posebusters_benchmark_7MY1_IPE.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MY1_IPE --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109476.6428418,finished,0,90.097
dockgen,6b1b_1_TMO_15,7,427855,logs/chai_default_s5_t200_dockgen_6b1b_1_TMO_15.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6b1b_1_TMO_15 --gpu 7 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109496.664035,finished,0,180.186
posebusters_benchmark,7MYU_ZR7,0,427856,logs/chai_default_s5_t200_posebusters_benchmark_7MYU_ZR7.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MYU_ZR7 --gpu 0 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109496.6647263,finished,0,290.304
dockgen,6ea9_1_9BG_0,4,429291,logs/chai_default_s5_t200_dockgen_6ea9_1_9BG_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6ea9_1_9BG_0 --gpu 4 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109516.6863263,finished,0,120.122
posebusters_benchmark,7MZS_GLA,6,430284,logs/chai_default_s5_t200_posebusters_benchmark_7MZS_GLA.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7MZS_GLA --gpu 6 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109556.728404,finished,0,70.077
dockgen,6ep5_1_ADP_1,1,430285,logs/chai_default_s5_t200_dockgen_6ep5_1_ADP_1.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6ep5_1_ADP_1 --gpu 1 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109556.7294436,finished,0,120.121
posebusters_benchmark,7N03_ZRP,5,431663,logs/chai_default_s5_t200_posebusters_benchmark_7N03_ZRP.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset posebusters_benchmark --case-id 7N03_ZRP --gpu 5 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109566.7415657,finished,0,70.067
dockgen,6etf_1_AMP_0,2,432443,logs/chai_default_s5_t200_dockgen_6etf_1_AMP_0.log,default_s5_t200,<REMOTE_PROJECT_ROOT>/.venv/bin/python scripts/70_run_posebench_chai_case.py --dataset dockgen --case-id 6etf_1_AMP_0 --gpu 2 --tag default_s5_t200 --seed 1 --num-trunk-recycles 3 --num-diffn-timesteps 200 --num-diffn-samples 5 --num-trunk-samples 1,1779109576.7536898,finished,0,120.12
